Subject,Course,Name,Description,Credit Hours,Degree Attributes,CRN,Average Grade,Degree Attributes Codes
FIN,543,Legal Issues in Real Estate,"This course examines the fundamentals of real estate from a legal perspective. Students develop skills in using legal concepts in a real estate transactional setting that incorporates traditional course materials, case studies, real life transactions, and guest lectures designed to provide a practical ""hands-on"" approach to real estate law. We explore a broad range of current sophisticated real estate transactions relating to residential and commercial purchases, sales, leasehold interests, common interest communities, ownership, financing, brokerage, land use and development. We discuss the legal implications that contractual private and legislative public restrictions have on individuals' real property rights and discuss public policy arguments related to private owners’ legal rights. 4 graduate hours. No professional credit. Prerequisite: Restricted to graduate students.",4,,70715,,
FIN,550,Big Data Analytics in Finance for Predictive and Causal Analysis,"Recent trends in ""big data"" present both enormous challenges and opportunities for businesses. This course introduces concepts and techniques of data analytics and shows how they can be used for making predictions, and to distinguish between correlation and causation, in the context of financial and economic analysis. Covered tools include data visualization, machine learning, regression analysis, randomized trials, A/B testing, and quasi-experiments. Students will apply these tools using R programming within the Amazon Web Services cloud computing environment. 4 graduate hours. No professional credit. Credit is not given for FIN 550 if the student has received credit for FIN 510 Big Data Analytics in Finance for Predictive and Causal Analysis (71511, 71512, 71513, 72873, 72874, 72875). Prerequisite: Consent of Instructor.",4,,74065,,
FIN,551,International Finance,"Explores the characteristics of the international financial market and examines various aspects of corporate financial management. Topics may include international parity conditions, exchange rate risk management, country risk, cross-border investment analysis, multi national firm budgeting, hedging in foreign currency markets, accessing international financial markets for financing, and competitive strategy in a global marketplace. Prerequisite: FIN 520; or MBA 505 - Section G ( Finance II); or consent of instructor.",4,,40802,,
FIN,554,Algorithmic Trading Systems Design and Testing,"Provides a detailed research process and tools for replicating, assessing, conceptualizing, and developing systematic trading strategies. Students will apply their knowledge in hands-on projects to replicate and evaluate existing research and to create and evaluate a new strategy model. Students will use the R Language for Statistical Computing and Graphics to replicate academic research and evaluate the claims made in papers. Students will also construct a non-trivial strategy from scratch, evaluate the power of each of its components, and examine the likelihood of overfitting. Projects are designed to mimic as closely as possible the day-to-day research activities of working strategy quants, so that students will have practical experience building, testing, and evaluating quantitative models. 4 graduate hours. No professional credit. Credit is not given if student received credit in FIN 580 FIN 580 Basics of Trading Algorithm Design CRN 46818 and/or FIN 580 Analysis and Testing of Trading Algorithms CRN 46819. Prerequisite: Restricted to students in the MSFE Program.",4,,73374,3.74,
FIN,557,Financial Data Management and Analysis,"Proper data handling and management is essential to the success of data analysis. The primary goal of this course is to learn principles and practices of data management with an emphasis on working with financial databases. Students will gain practical skills in data storage, data preparation, and data extractions that eventually lead to data analysis. Data management procedures including SQL queries, and data analysis techniques using large-scale statistical software are presented. 4 graduate hours. No professional credit. Credit is not given toward graduation if credit has been received in FIN 580 CRN 60175 Section G1, FIN 580 CRN 60175 Section GFD, FIN 580 CRN 46819 Section FD2. Prerequisite: Restricted to MS: Finance, MS:Business Analytics.",4,,74140,,
FIN,570,Corporate Finance,"In this course, you will learn how to use key finance principles to understand and measure business success as well as identify and promote true value creation. You will also learn financial management tools that allow us to determine the optimal financing and risk management strategies for corporations. In the first part of the course, you will learn how to use accounting information to form key financial ratios to measure a company’s financial health and to manage a company's short-term and long-term liquidity needs. You will also learn how to use valuation techniques to make sound business investment and acquisition decisions. Finally, you will learn how to incorporate risk and uncertainty into investment decisions and evaluate the performance of existing investments. In the second part of the course, you will learn how companies choose how much debt to have and which type of debt to issue. You will also learn how payout decisions (dividends and share repurchases) affect firm value and how to determine a company’s optimal payout policy. Finally, you will learn how to use risk management tools, such as derivatives, and liquidity to mitigate specific risks, such as currency risk. You will apply these tools to develop a financial management framework for M&A decisions, and R&D investments. 4 graduate hours. No professional credit. Credit is not given for FIN 570 if the student has received credit for FIN 584 Corporate Finance I and II (41321, 41322). Prerequisite: Enrollment limited to students in iMBA program, subject to discretion of iMBA academic program director.",4,,74062,,
FIN,571,Money and Banking,"This online course will provide you with a framework that can be used to understand the connections between money, banking, and financial markets, as well as the implementation and impacts of modern monetary policy. Upon completion of this course, you will be able to apply this framework to assess how new developments in finance and public policy may influence the macroeconomic and business environment. 4 graduate hours. No professional credit. Prerequisite: Enrollment limited to students in iMBA program, subject to discretion of the program's academic director.",4,,73008,3.2350000000000003,
FIN,573,Applications of Investment Banking Concepts,"Will build off the core topics explored in FIN 572, The Finance of Mergers and Acquisitions and ACCY 532, Accounting for Mergers and Acquisitions and Other Complex Transactions. It is designed to provide a practical application of financial statement analysis, modeling, and valuation. The course covers the mechanics of financial statement analysis, ratio analysis, and financial model building. The course will also focus on applying the financial statements and forecasts within the context of company valuation, utilizing common industry techniques. 4 graduate hours. No professional credit. Prerequisite: Students must complete the first two courses of the M&A specialization, ACCY 532 and FIN 572, prior to taking this course. In addition, it is recommended that students have a grasp of core accounting principles and have a basic knowledge of concepts in finance (time value of money, etc.). Enrollment limited to students in iMBA program, subject to discretion of the program's academic director.",4,,74408,,
FIN,574,Microeconomics for Business,"Microeconomics for professional business students. Shows relevance of value and distribution theories for business managers. Includes demand and supply theory, consumer choice, production and cost theory, industrial structure, and wage and capital theory. Intended for students in the Master of Business Administration program. 4 graduate hours. No professional credit. Credit is not given toward graduation for FIN 574 and ECON 302, ECON 500 or ECON 528. Prerequisite: Enrollment is often restricted to students in specialized programs.",4,,74807,,
FIN,589,Applied Portfolio Management,"Applies academic topics on financial markets, security analysis/valuation and portfolio management to hands-on investment management. Students will form and review objectives, constraints, and investment policy as it relates to the client's money under management. They will purchase securities, monitor performance of the portfolio, and make recommendations for any adjustments to the holdings. They will be fully educated and responsible for the fiduciary and ethical standards of professional money management as guided by the CFA Institute. 4 graduate hours. No professional credit. May be repeated to a maximum of 8 hours. Prerequisite: Credit or concurrent enrollment in FIN 511.",4,,74144,,
FIN,593,Seminar in Investments,"Investigates portfolio theory, CAPM, OPM, and arbitrage pricing theory theoretically and empirically; uses both mathematical statistics and modern econometric models to empirically analyze investment decisions and portfolio management. Prerequisite: FIN 591 and ECON 507.",4,,40348,,
FLTE,471,Introduction to Second Language Teaching,"Introduction to contemporary approaches to language teaching, teaching as a profession, and second language acquisition theory. Includes two teaching components and 45 hours of early field experience. 4 undergraduate hours. No graduate credit. Prerequisite: Admission to a qualifying teacher education curriculum. Early field experiences require Illinois State criminal background check and other training.",4,,65221,,
FR,101,Elementary French I,"Four-skill course leading toward elementary proficiency in oral expression, listening comprehension, reading, writing, and cultural understanding. Online language laboratory and internet assignments required.",4,,32707,,
FR,102,Elementary French II,Continuation of FR 101. Introduces cultural and supplementary enrichment materials; requires online laboratory sessions as in FR 101. Prerequisite: FR 101 or one year of high school French.,4,,32713,,
FR,103,Intermediate French I,"Continuation of FR 102. Introduces students to a full range of structures to complete their initial study of the grammatical system; emphasizes the development of all four skills and cultural understanding through readings and audiovisual enrichment materials. Online language laboratory and internet assignments required. Students planning to major or minor in French should take FR 133 in lieu of FR 103. Prerequisite: FR 102 or equivalent, or a placement score showing high school achievement equivalent to FR 102.",4,,32715,,
FR,104,Intermediate French II,"Continuation of FR 103. Comprehensive grammar review with emphasis on oral expression and the continued development of reading and written skills. Completion satisfies graduation requirement in the College of Liberal Arts and Sciences. Students planning to take advanced French courses should take FR 134 in lieu of FR 104. Prerequisite: FR 103 or equivalent, or a placement score showing high school achievement equivalent to FR 103.",4,,32721,,
FR,156,Exploring Paris,"Examines the role of Paris in French culture through literature, art, and film. We will consider the city of Paris from its earliest beginnings to the modern era, as a physical, social, and symbolic reality. Through literature, art, and film we will explore the ways in which Paris is at the center of French political and intellectual life. Additionally, close attention will be paid to historical and political developments and their representation. All readings are in English and the course is conducted in English.",3,"['Humanities - Lit & Arts', ' Cultural Studies - Western course']",75194,3.63,"[6, 8]"
FR,205,French in Conversation,"Developing speaking and listening skills, focusing on conversation about everyday topics in multiple contexts. Prerequisite: FR 104 or FR 134 or equivalent.",2,,32809,,
FR,207,Writing and Grammar Workshop,"Practice-intensive grammar review and vocabulary-building, with an emphasis on strategies to improve accuracy of, and expressivity in, speaking and writing in French. Grammar textbook supplemented with readings and materials from French and Francophone culture (articles, social media, literary works, films). Prerequisite: Four years of high school French or equivalent, or FR 134 or, with departmental approval, FR 104.",3,,32810,,
FR,211,Introduction to Literary Studies,"Introduction to concepts of modernity and questions of representation, through French texts from the nineteenth through the twenty-first centuries. Analysis of diverse literary forms (poems, plays, narratives), and use of resources for literary, historical and cultural research. Strengthening of reading, writing and speaking skills in French through research projects, writing assignments and revisions, and oral presentations. Prerequisite: FR 207 or equivalent.",3,,66018,,
FR,212,Introduction to Cultural Analysis: French Identities,"Introduction to concepts of and debates on French national identity. Materials are drawn from a multiplicity of media and from many spheres of modern life in France: political, artistic, the everyday, etc. Identification of major resources for the study of culture and analysis of diverse cultural texts. Strengthening of reading, writing and speaking skills in French through a wide range of exercises and projects. Prerequisite: FR 207.",3,,64955,,
FR,313,Worldwide Spoken French,"Advanced undergraduate seminar focusing on speaking and understanding French as a culturally and linguistically diverse language around the world. Prerequisite: FR 205 and FR 212 or equivalents, or authorization of the instructor.",3,,74419,,
FR,319,Francophone Worlds,"Study of one or several Francophone countries and cultures around the world through language, texts, images, film, and/or other media. Same as CWL 317. May be repeated to a maximum of 6 hours if topics vary. Prerequisite: FR 207, FR 211, and FR 212; or equivalents.",3,,56830,,
FR,335,French Cultural History to 1789,Survey of French cultural history from the Middle Ages to the French Revolution. Taught in French. Prerequisite: FR 211 and FR 212.,3,,65139,,
FR,492,Senior Thesis,For candidates for honors in French and for other seniors. 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 4 hours. Prerequisite: Senior standing.,2,,10138,,
FR,543,French Studies,Flexible course limited only by the concentration of its material in French; may be activated by faculty proposal. May be repeated to a maximum of 16 hours if topics vary.,4,,44811,,
FR,579,Seminar in French Literature,Discussion and research on a specialized area in French literature. See Schedule for current topic. May be repeated.,4,,39241,,
FSHN,101,The Science of Food and How it Relates to You,"Discusses the evolution of the food system to meet the needs and desires of a complex, heterogeneous society. Provides an overview of food in relation to nutrition and health, composition and chemistry, microbiology, safety, processing, preservation, laws and regulations, quality, and the consumer.",3,,73391,3.68,
FSHN,120,Contemporary Nutrition,Fundamental principles of human nutrition and their application to the selection of an adequate diet for health and wellness; current nutrition topics of importance. Credit is not given for FSHN 120 if credit has been given for FSHN 220.,3,['Nat Sci & Tech - Life Sciences course'],32987,3.39,[0]
FSHN,145,Intro Hospitality Management,"Explore the foodservice aspect of the hospitality industry by assisting Hospitality Management seniors taking FSHN 443 in the operation of the Spice Box. Course covers the planning, production, and service of meals in specialized settings.",3,,32999,3.86,
FSHN,175,Science of Fermented Foods,"Discusses the evolution and commercialization of fermented foods. Provides insight into the microbial processing, manufacturing, history, nutrition, safety, and chemistry of different fermented products such as beer, bread, wine, and cheese.",3,,70512,3.61,
FSHN,193,Edible Entrepreneurialism - Feeding Ideas for the Future,"Introduces students from across campus to various elements and facets of entrepreneurialism that put the consumer first. Students will explore diverse development journeys of well-known food innovators and will participate in reflective and active learning activities to learn about key facets of entrepreneurialism, focusing on important consumer-focused entrepreneurial themes such as: consumer insights, community insights, social/cultural awareness, problem solving, risk taking, resourcing, ensuring technical depth, adapting to failure, and resiliency. Approved for Letter and S/U grading.",3,,74664,,
FSHN,201,Math for Food Science,Teaches mathematical concepts by solving the problems in food science related applications. Develops basic understanding of mathematical equations and simple models for solving real world food science problems. Provides instruction for writing simple computer codes using a numerical software package to solve the mathematical problem. Builds a foundation in critically analyzing physical food science problems and solving those using mathematics and coding. Prerequisite: MATH 220 and PHYS 101 or equivalent. Limited to the undergraduate students in the Food Science concentration.,3,,71908,,
FSHN,232,Science of Food Preparation,Application of food preparation principles and techniques in the preparation of standard food products; principles of food management and their application in the planning and preparation of meals. Additional fees may apply. See Class Schedule. Prerequisite: FSHN 101.,3,,60344,3.66,
FSHN,249,Food Service Sanitation,"Examines the dangers, costs and prevention of foodborne illness as well as the training and motivation of food service employees in sanitary food handling and quality assurance practices. Upon completion of this course, student will be eligible to apply for the food service sanitation certificate issued by the State of Illinois. Credit is not given for FSHN 249 and FSHN 349.",1,,72744,3.69,
FSHN,251,Nutritional Physiology II,"Anatomy and physiology of the respiratory, nervous, endocrine, immune, reproductive, and excretory systems. Special focus on the absorption, distribution, storage and mobilization of macronutrients and micronutrients. Learn the necessary concepts on cell biology and biochemistry required to understand human physiology. Manifestation of disease as a result of nutritional imbalances in body systems. Evaluation of the effectiveness and potential toxicity of nutritional supplements commonly used in the US. Pharmacological interventions and current therapeutics against diseases related to nutritional disorders. Prerequisite: FSHN 220.",3,,72369,,
FSHN,260,Raw Materials for Processing,"Current food products use materials sourced from various types of agricultural products. The origin of the raw materials and the processing needs to transform the raw materials into consumable food products are important to understand the entire food systems. This course focuses on the agricultural products/materials and the principles and technologies applied to turn the raw materials into foods. Foods included in this course are fruits and vegetables, cereals and grains, dairy products, and meats. The focus of this course is on post-harvest technologies to ensure food safety and quality. Prerequisite: CHEM 104 and CHEM 105 and credit or concurrent enrollment in CHEM 232.",2,,33027,3.75,
FSHN,292,Hospitality Management: Professional Issues,Explores career opportunities in the hospitality industry and prepares students for internship and job searches. Assists in developing professional skills and understanding best practices needed to be successful in the hospitality industry. Prerequisite: Hospitality Management majors only. Not intended for Freshman.,1,,72371,,
FSHN,322,Nutrition and the Life Cycle,"Examines physiological changes that occur during gestation, postnatal growth, and aging and the influence of these changes on nutritional requirements. Prerequisite: FSHN 220 or consent of instructor.",3,,33030,3.65,
FSHN,329,Communication in Nutrition,"Application and integration of the principles of nutrition and their transmission to groups and individuals. Students will learn individual counseling techniques as well as how to present nutrition information to groups. Open to Dietetics and Human Nutrition juniors and seniors only. Prerequisite: RHET 105, CMN 101, and FSHN 220 or equivalents.",3,,33016,3.6,
FSHN,340,Food Production and Service,"Introduction to the management of commercial and noncommerical foodservice systems through the operation of Bevier Cafe. Students experience managing the procurement, production and service of food, as well as the sanitation and maintenance of equipment and facilities. Prerequisite: FSHN 232 and credit or concurrent registration in FSHN 249 and FSHN 345.",4,,33020,,
FSHN,346,Foundations of Hotel Management,"Provides a comprehensive examination of key areas in hotel operations and management; including, revenue management, accounting, housekeeping, engineering, front desk, food and beverage and marketing. The concepts and principles will be applied in interactive online hotel case simulations designed for an immersive and applied learning experience.",3,,72374,,
FSHN,418,Food Analysis,"Principles and application of the chemical, physical, and instrumental methods used to determine the constituents of foods; special considerations applicable to the analysis of certain foods. Lecture and lab. 4 undergraduate hours. 4 graduate hours. Prerequisite: CHEM 232; FSHN 414; FSHN 416 or consent of instructor.",4,,33029,3.22,
FSHN,423,Advances in Foods &amp; Nutrition,"New developments in foods and nutrition; readings, lectures, and discussions. 2 undergraduate hours. 2 graduate hours. Prerequisite: FSHN 220 and FSHN 332, or equivalent.",2,,10181,,
FSHN,424,Biopsychology of Ingestive Behavior,"Why do we eat what we eat? This course provides a taste of the science including both biological and psychological basis of ingestive behavior and the adoption of both healthy and maladaptive behaviors concerning eating and drinking. We will review and integrate historical theories with recent research on how we perceive flavor, the development of food preferences, and the biological basis of hunger, thirst, and satiety. Students will also have the opportunity to strengthen their critical thinking skills by participating on two debates in which equal number of arguments will be formulated to support or refute important issues in the field of food science and human nutrition. 3 undergraduate hours. 3 graduate hours.",3,,72375,,
FSHN,426,Biochemical Nutrition I,"The dietary and hormonal regulation of carbohydrate, lipid and amino acid metabolism. Emphasizes the regulation of enzyme activity and the different roles the major organs have in whole animal energy balance. Same as NUTR 426. 3 undergraduate hours. 3 graduate hours. Prerequisite: FSHN 220; or FSHN 120 and FSHN 414.",3,,64937,3.36,
FSHN,427,Biochemical Nutrition II,"Biochemistry and metabolism of the water and fat soluble vitamins and minerals. Emphasizes the digestion, transport, metabolism and intercellular functions of these nutrients and how diet/food intake and physiological states affect these processes. Same as NUTR 427. 3 undergraduate hours. 3 graduate hours. Prerequisite: FSHN 220; or FSHN 120 and FSHN 414.",3,,33031,3.79,
FSHN,429,Nutrition Assessment &amp; Therapy,"Problem-based learning application (via cases) of the nutrition care process with emphasis on nutrition assessment, diagnosis, intervention, monitoring and evaluation, as related to the management and treatment of disease states. This course is the clinical capstone course for the dietetics curriculum. 3 undergraduate hours. 3 graduate hours. Prerequisite: FSHN 420, or concurrent enrollment required.",3,,70280,3.78,
FSHN,442,Hospitality Management &amp; Leadership Skills,"Application of behavioral science and management techniques, methods and strategies to the hospitality industry. Applied management techniques will focus on those managerial behaviors needed to develop and maintain positive and productive relationships with subordinates, peers, supervisors and individuals external to the hospitality organization. 3 undergraduate hours. 3 graduate hours.",3,,33033,,
FSHN,443,Management of Fine Dining,"Advanced application of food production and management principles to specific food service demands; emphasis on artistry in preparation, serving, and merchandising high quality food in quantity. 4 undergraduate hours. 4 graduate hours. Prerequisite: FSHN 340 and credit or concurrent registration in FSHN 442.",4,,33034,,
FSHN,459,Nutrition Focused Physical Assessment,"Collect appropriate subjective and objective data associated with obtaining a health and diet history. An introduction to physical and diagnostic assessment of health status. The emphasis is on knowing normal findings and normal variations in the healthy adult, well child, and the well elder person. 2 undergraduate hours. 2 graduate hours. Prerequisite: FSHN 329 and FSHN 420 and credit or concurrent enrollment in FSHN 429.",2,,70880,,
FSHN,466,Food Product Development,"Principles of food product development: target market evaluation, concept development and presentation, formulation, manufacturing, packaging, product costs, pricing, safety, and marketing. May include a product in accordance with Institute of Food Technologists national competition guidelines. Products will be unveiled and presented for faculty evaluation. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. May be repeated to a maximum of 8 hours in separate terms if topics vary. Prerequisite: FSHN 332 or FSHN 414; FSHN 471 or FSHN 472; concurrent registration or completion of FSHN 461 and FSHN 462, or FSHN 465. This capstone course is limited to seniors in the Food Science or Foods Industry and Business options in FSHN. Graduate students will be allowed to register pending sufficient space in the class.",4,,72707,,
FSHN,471,Food &amp; Industrial Microbiology,"Relationship of microorganisms to food manufacture and preservation, to food and industrial fermentation and processing, and to food-borne illness. Same as MCB 434. 3 undergraduate hours. 3 graduate hours. Credit is not given for FSHN 471 and FSHN 175. Prerequisite: Previous microbiology course such as MCB 100, MCB 250, or MCB 300.",3,,33039,3.52,
FSHN,472,Applied Food Microbiology,"Explores experimental methods for studying microbial food safety, quality, and fermentation. Introduces basic microbiology techniques and uses them to study how to detect and control spoilage microorganisms and potential foodborne pathogens. Conduct and experimentally track the progress of classic food fermentations. 3 undergraduate hours. 3 graduate hours. Credit is not given for both FSHN 472 and FSHN 312. Prerequisite: MCB 100 and credit or concurrent enrollment in FSHN 471.",3,,70272,3.38,
FSHN,481,Food Processing Unit Operations I,"Study the engineering principles that govern food processing and preservation unit operations, including evaporation, freeze-concentration, membrane separation, dehydration, centrifugation, and extrusion, and understand the effect of the process conditions of various unit operations on product characteristics and product quality. 2 undergraduate hours. 2 graduate hours. Prerequisite: FSHN 414 or equivalent; FSHN 460 or equivalent; FSHN 312 or FSHN 471 or equivalent. FSHN 260 is recommended.",2,,72749,3.23,
FSHN,482,Food Processing Unit Operations I Lab,Focus on topics discussed in Food Processing Unit Operations I (FSHN 481) in a food grade environment. Students will have opportunities to operate pilot scale food processing equipment for each unit operation. Additional fees may apply. See Class Schedule. 1 undergraduate hour. 1 graduate hour. Prerequisite: FSHN 481.,1,,72750,,
FSHN,522,Dietary Prevention of Cardiovascular and Other Chronic Diseases,"The goals of the course are to learn a biochemical and molecular basis of functions and metabolism of essential fatty acids and cholesterol, and the implications to chronic disease prevention and dietary recommendations. Same as NUTR 522. 3 graduate hours. No professional credit. Prerequisite: Credit or concurrent enrollment in MCB 450 or any introductory biochemistry course; and MCB 244 or MCB 246 or any introductory physiology course; and FSHN 420; or consent of instructor.",3,,70752,,
FSHN,573,Advanced Food Microbiology,"Detailed examination of food microbiology topics including food-borne pathogens, food fermentation and microbial spoilage. Prerequisite: Graduate student standing or consent of instructor.",3,,50425,,
FSHN,591,Dietetic Internship II,"Supervised learning experience in a variety of settings and locations related to clinical nutrition, community nutrition and health promotion, and food service management within Urbana/Champaign and surrounding areas. Additional fees may apply. See Class Schedule. Approved for letter and S/U grading. Prerequisite: FSHN 590.",5,,46848,,
FSHN,593,Seminar in Foods and Nutrition,"Communication-based course that focuses on enhancing professional oral presentation skills, particularly with regard to communicating current food science and/or human nutrition topics. 2 graduate hours. No professional credit. Prerequisite: Undergraduate degree in foods, nutrition, or comparable background in chemistry, microbiology, physiology, or other biological science; consent of instructor.",2,,33046,,
GC,295,URAP Research Apprenticeship,"The Office of Undergraduate Research and the Graduate College offer the opportunity for freshmen, sophomore, and transfer students with little to no research experience to assist advanced graduate students with their research projects. Through an application, selection, and matching process, undergraduate students are provided a research experience with their graduate student mentor. In addition, regular class meetings will offer a comprehensive introduction to research methods and practices. Approved for S/U grading only. Prerequisite: Consent of instructor. Freshmen, Sophomores, and first-year transfer students by application only.",3,,66393,,
GC,500,URAP Graduate Mentor Practicum,"The Office of Undergraduate Research (OUR) and the Graduate College offer the opportunity for first and second-year undergraduate students to assist advanced graduate students with their research projects. Through a one-on-one research experience with their graduate student mentor, undergraduate students will have the opportunity to learn what it means to do research, create knowledge, and produce scholarship. This course will serve as a formal record of the graduate mentoring side of the apprenticeship (i.e., ""practicum""). 0 graduate hours. No professional credit. Approved for S/U grading only. May be repeated.",0,,66394,,
GC,599,Thesis Research,"For doctoral students who have a guaranteed student loan that needs deferral, have completed the credit requirements for the doctorate, have passed the preliminary examination, do not have any financial assistance that would cover tuition and fees, and are eligible to register for 599 in their own academic units. Approved for S/U grading only. May be repeated.",0,,33056,,
GEOL,107,Physical Geology,"Introduces Earth phenomena and processes. Includes minerals and rocks, continental drift, plate tectonics, rock deformation, igneous and sedimentary processes, geologic time, landscape evolution, internal structure and composition of the earth, groundwater, seismology and earthquakes, and formation of natural resources. Emphasizes the chemical and physical aspects of the Earth, and the basis for geological inference. Field trip required. Additional fees may apply. See Class Schedule. Credit is not given for both GEOL 107 and GEOL 100, GEOL 101 or GEOL 103. Prerequisite: Intended for science and science-oriented students.",4,['Nat Sci & Tech - Phys Sciences course'],56950,3.21,[0]
GEOL,111,Emergence of Life,"Examines important theoretical and practical questions regarding the origin and evolution of life, as well as the search for life elsewhere in the universe. Uses the pioneering work of Carl Woese, whose ""Tree of Life"" revolutionized our understanding of the fundamental structure and evolutionary relatedness of all living entities on Earth. Same as ESE 111. Additional fees may apply. See Class Schedule.",3,['Nat Sci & Tech - Life Sciences course'],61954,2.66,[0]
GEOL,117,The Oceans,"Integrated introduction to oceanography and marine geology and geophysics. Topics include ocean-basin formation and evolution (in the context of plate tectonics), ocean ecology, the hydrologic cycle, water chemistry, currents and waves, the interaction of oceans with climate, coastal hazards, resources, pollution, and the Law of the Sea. Course is oriented toward students not majoring in science. Same as ESE 117.",3,['Nat Sci & Tech - Phys Sciences course'],59021,,[0]
GEOL,118,Natural Disasters,"Introduces the nature, causes, risks, effects, and prediction of natural disasters including earthquakes, volcanoes, landslides, subsidence, global climate change, severe weather, coastal erosion, floods, mass extinctions, and meteorite  impacts; covers scientific principles and case histories of natural disasters as well as human responses (societal impact, mitigation strategies, and public policy). Same as ESE 118 and GLBL 118.",3,['Nat Sci & Tech - Phys Sciences course'],58495,3.06,[0]
GEOL,208,History of the Earth System,"Presents systematic analysis of formation and evolution of the Earth and its dynamic systems (lithosphere, hydrosphere, atmosphere, and biosphere). Also introduces methods of reconstructing Earth's history through use of geochronology, paleontology, and the stratigraphic records. Introduces the geological history of life evolution, mountain belts and continents, geochemical systems, climate, sea level, and the Earth's interior. Field trip required. Same as ESE 208. Additional fees may apply. See Class Schedule. Prerequisite: One of GEOL 100, GEOL 101, GEOL 103, GEOL 104 or GEOL 107; or consent of instructor.",4,['Nat Sci & Tech - Phys Sciences course'],49202,,[0]
GEOL,380,Environmental Geology,"Increases student understanding of environmental issues of water supply and pollution, waste disposal, energy, environmental health, global change, and land evaluation and use by emphasizing the role of geology and its relationships to human activities. Course requires a one-day field trip. Same as ENVS 380. Additional fees may apply. See Class Schedule. Credit is not given for both GEOL 380 and ESE 445. Prerequisite: CHEM 102 and CHEM 103; and GEOL 100 and GEOL 110, or one of GEOL 101, GEOL 103, GEOL 104 or GEOL 107; or consent of instructor.",4,,33537,,
GEOL,436,Petrology and Petrography,"Study of the minerals, compositions, textures, structures, classifications, and origins of igneous and metamorphic rocks; lectures emphasize rock forming processes (petrology), and laboratories emphasize use of the petrographic microscope (petrography). Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Prerequisite: GEOL 432.",4,,33542,,
GEOL,440,Sedimentology and Stratigraphy,"Introduces dynamics of sedimentation, geology of sedimentary basins, the distribution of geologic processes through time, definition and correlation of stratigraphic units, principles of paleogeography, stratigraphy and tectonics. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Prerequisite: GEOL 208 or consent of instructor.",4,,33544,3.04,
GEOL,450,Investigating the Earth’s Interior,"Overview of how seismology, magnetics, gravity, geodesy, and surface geology can help us understand the Earth from its surface to its core as well as its temporal evolution. Topics include the internal composition and dynamics of Earth, generation of Earth's gravitational and geomagnetic fields, driving mechanisms for tectonic plate motion, continental deformation, and surface topography. Students wanting a more quantitative treatment of geophysics should enroll in GEOL 452. 3 undergraduate hours. 3 graduate hours. Credit is not given for both GEOL 450 and GEOL 452. Prerequisite: PHYS 102 or 212, GEOL 107 or 101, or consent of instructor.",3,,47979,,
GEOL,507,GIS for Geology,"Common applications of geographic information science in geology including examples involving environmental geology, geomorphology, water quality, natural hazards, and structural geology. Develops practical skills using industry-standard GIS software. Case studies requiring GIS analyses will be completed to produce written reports, maps and oral presentations for a range of audiences. 4 graduate hours. No professional credit. Prerequisite: GEOL 401, GEOL 411, and GEOL 470, or consent of the instructor. Restricted to undergraduate majors with permission of instructor and M.S. and Ph.D. students in SESE (Geology, GGIS, and Atmospheric Science) only.",4,,74213,,
GEOL,561,Geomicrobiology &amp; Geochemistry,"Covers geomicrobiology as it relates to geochemistry with a primary focus on groundwater environments. Topics include energetics of microbial metabolism, influence of microorganisms on geochemistry, geochemical influences on microbial ecology, biogeochemical cycles and molecular biology tools in groundwater. Prerequisite: One year of college-level chemistry or consent of instructor required; one semester of college level biology recommended.",4,,61552,,
GEOL,564,Geochronology,"Geochronology encompasses study of the dates and rates of geologic processes, and development of geochemical clocks used to time these events. Covers important geochronologic methods and discusses prominent geochronology-related questions. Focus on three areas: geochronology of the crust, mantle, and core; thermochronology; Quaternary geochronology, or study of dates and rates of geologic processes affecting Earth's surface and atmosphere in recent geologic past. 4 graduate hours. No professional credit. Prerequisite: Familiarity with differential equations, introductory-level geochemistry.",4,,74591,,
GEOL,591,Current Research in Geoscience,Brings students up-to-date with current research over a broad spectrum of geoscience; improves students' oral presentation skills by practice and example. Required for all graduate students in Geology. Approved for S/U grading only. May be repeated to a maximum of 12 hours. Prerequisite: Graduate standing in Department of Geology or consent of instructor.,1,,33554,,
GER,101,Beginning German I,"Introductory course focusing on listening comprehension, oral skills, reading, writing, and culture.",4,,33559,,
GER,102,Beginning German II,"Continuation of GER 101. Continued focus on listening comprehension, oral skills, reading, writing, and culture at an introductory level. Prerequisite: One semester of college German or equivalent.",4,,33563,,
GER,103,Intermediate German I,"Continuation of GER 102. Intermediate course focusing on listening comprehension, oral skills, reading, writing, and culture. Prerequisite: Two semesters of college German or equivalent.",4,,33571,,
GER,104,Intermediate German II,"Continuation of GER 103. Continued focus on listening comprehension, oral skills, reading, writing, and culture at an intermediate level. Prerequisite: Three semesters of college German or equivalent.",4,,33573,,
