Subject,Course,Name,Description,Credit Hours,Degree Attributes,CRN,Average Grade,Degree Attributes Codes
ECON,450,Development Economics,"Analyzes the economic problems associated with newly developing nations; emphasizes their economic structures, their factor scarcities, and their programs for development. Not open for graduate credit to graduate candidates in economics. 3 undergraduate hours. 2 or 4 graduate hours. Graduate credit is not given for both ECON 450 and ECON 550 or ECON 551. Prerequisite: ECON 102 and ECON 103 or equivalent. ECON 302 strongly recommended.",2 TO 4 hours.,,65865,3.19,
ECON,460,Financial Economics,"Study of a variety of financial economics topics. Introduces basic financial products (stocks, bonds, futures, options, and other derivatives), asset pricing theory including capital asset pricing model (CAPM), arbitrage pricing theory (APT), financial institutions and the organization of financial markets, and some topics on financial crisis and monetary policy. 3 undergraduate hours. 4 graduate hours. Prerequisite: ECON 202; ECON 302; MATH 220/MATH 221 or other Calculus course.",3 OR 4 hours.,,69371,,
ECON,471,Intro to Applied Econometrics,"Introduction to specification, estimation, prediction and evaluation of econometric models, emphasizing the interplay between statistical theory and economic applications. 3 undergraduate hours. 2 or 4 graduate hours. Prerequisite: ECON 203 or equivalent; ECON 302 or ECON 303.",2 TO 4 hours.,,65791,2.54,
ECON,472,Financial Econometrics,"Examines the econometric modeling applied to empirical and computational finance. Explains the empirical properties of financial data as well as the statistical models behind these stylized facts from the data. Explains the statistics and time series concepts that will be useful to understand financial market dynamics, and investigates some popular econometric models and estimation methods. 3 undergraduate hours. 4 graduate hours. Prerequisite: ECON 203; ECON 302; MATH 220/MATH 221 are required. MATH 231; ECON 471 are recommended.",3 OR 4 hours.,,68911,,
ECON,474,Econometrics of Policy Evaluation,"Develops the basic tools to understand and use modern econometric methods for estimating and making inference of causal effects. The topics include randomized experiments, natural experiments, matching methods, instrumental variables, and regression discontinuity. Focuses on topics which are relevant for policy problems. 3 undergraduate hours. 4 graduate hours. Prerequisite: ECON 203; ECON 302; MATH 220/MATH 221 are required. MATH 231; ECON 471 are recommended.",3 OR 4 hours.,,73403,3.035,
ECON,475,Economic Forecasting,"Overview of modern, quantitative, statistical and econometric methods for forecasting and evaluating forecasts. Topics include linear regressions; modeling and forecasting trends and seasonality; characterizing and forecasting cycles; MA, AR, and ARMA models; forecasting with regressions; evaluating and combining forecasts. Advanced topics include unit roots, stochastic trends, ARIMA models, and smoothing will be covered as time permits. 3 undergraduate hours. 4 graduate hours. Prerequisite: ECON 203; ECON 302; MATH 220/MATH 221 are required. MATH 231 is recommended.",3 OR 4 hours.,,68921,3.35,
ECON,480,Industrial Comp and Monopoly,"Analyzes the ways firms and markets are organized, how they interact, outcomes of various types of firm behavior and performance of markets, and causes and types of market failure. Particular emphasis on the contribution of game theory as the equilibrium concept in oligopoly settings. 3 undergraduate hours. 2 or 4 graduate hours. Prerequisite: ECON 302.",2 TO 4 hours.,,65782,,
ECON,484,Law and Economics,"Applications of economic theory to problems and issues in both civil and criminal law and the effect of legal rules on the allocation of resources; includes property rights, liability and negligence assignment, the use of administrative and common law to mitigate market failure, and the logic of private versus public law enforcement. 3 undergraduate hours. 2 or 4 graduate hours. Prerequisite: ECON 302 or equivalent.",2 TO 4 hours.,,33650,3.77,
ECON,490,Topics in Economics,"Special topics in advanced economics within a variety of areas. See course schedule for topics. 3 undergraduate hours. 4 graduate hours. May be repeated in the same or separate terms to a maximum of 9 undergraduate hours or 8 graduate hours if topics vary. Prerequisite: ECON 202; ECON 302 or ECON 303; MATH 220 or MATH 221 or other Calculus course. Some topics may require additional prerequisites, read the section text for each topic.",3 OR 4 hours.,,70387,3.266666666666666,
ECON,491,Topics in Econometrics,"Special topics applying advanced econometrics concepts. Students will use quantitative analysis and economic theories to answer economic questions and uncover relationships between variables across a variety of topics; instruction in statistical and computing techniques as needed. 3 undergraduate hours. 4 graduate hours. May be repeated if topics vary, repeatability for undergraduate students unlimited; for graduate students to a maximum of 8 credit hours. Prerequisite: ECON 203; ECON 302; and MATH 220/221 or Calculus I equivalent. See Class Schedule for other prerequisites as indicated depending on topic and content.",3 OR 4 hours.,,74775,,
ECON,501,Macroeconomics,"Emphasis on macroeconomic theory; principal topics include a review of Keynesian macroeconomic theory, formal growth theory, and selected business cycle theory. 4 graduate hours. No professional credit. Credit is not given for both ECON 501 and ECON 529. Graduate credit for both ECON 303 and ECON 501 is given only upon recommendation of the student's adviser and approval by the Department of Economics. Prerequisite: ECON 102 and ECON 103 or equivalent.",4 hours.,,62228,3.68,
ECON,503,Econometrics,"Develops a general methodological basis for searching for quantitative economic knowledge; integrates and gives operational content to the topics of economic, statistical, and econometric theory. 4 graduate hours. No professional credit. Prerequisite: ECON 502, or equivalent.",4 hours.,,61888,3.455,
ECON,511,Public Goods Theory,"In-depth analysis of the theory of public goods; includes public goods and externality theory, public choice, theory of cost-benefit analysis, optimal income redistribution, and fiscal federalism. Prerequisite: ECON 302 or equivalent. MSPE Graduate Student Standing.",4 hours.,,33667,,
ECON,514,International Financial,"Examines the balance of payments, exchange rate, capital flows and international monetary system; fiscal and monetary policy in open economies. Prerequisite: ECON 302 and ECON 303, or equivalent. MSPE Graduate Student Standing.",4 hours.,,61885,3.53,
ECON,517,Monetary Policy,Theories of money; money in dynamic models; money in open economy macroeconomic models; stabilization policy; and international aspects of monetary theory. Prerequisite: Consent of instructor. MSPE Graduate Student Standing.,4 hours.,,65452,3.53,
ECON,533,Microeconomic Theory II,"Focusses on information and incentives in economic problems.  Topics include non-cooperative games, dynamic games, mechanism design, auctions, matching and networks. Prerequisite: ECON 530, or equivalent; calculus.",4 hours.,,61893,,
ECON,534,Macroeconomic Theory II,"Development of modern macroeconomic theory, including disequilibrium theory, optimal short-term stabilization measures, and monetary, fiscal, incomes, and exchange rate policies; large-scale econometric models; linear and neoclassical growth models; aggregate distribution theory; money, capital movements, trade, and growth; optimal growth models; and exhaustible resources and growth. Prerequisite: ECON 531.",4 hours.,,61896,,
ECON,535,Econometric Analysis II,Part 1: The construction of econometric models; characteristics of models and choice of estimating methods; and estimates of parameters by various methods. Part 2: Bayesian statistics and decision theory. Prerequisite: ECON 532 or equivalent.,4 hours.,,62289,3.81,
ECON,543,Workplace Dispute Resolution,Same as LER 543. See LER 543.,3 OR 4 hours.,,35374,,
ECON,549,Environmental Economics,Examines both theory and policy applications in the environmental area; selectively reviews the literature to provide a framework for understanding the relevant economic relationships and the criteria appropriate for policy assessment; emphasizes the characteristics of major environmental problems and policy choices; and considers the valuation of environmental amenities and the conflict between environmental quality and growth. Same as ACE 516. Prerequisite: ECON 302 or consent of instructor.,4 hours.,,61906,,
ECON,553,Demand/Supply/Firms/Households,Same as ACE 502. See ACE 502.,4 hours.,,62480,,
ECON,575,Econometrics II,"Considers the specification of models with systems of simultaneous equations; identification problem, distributed lag models, K-class estimators, maximum likelihood estimators, three-stage least-squares, and effects of specification errors. Prerequisite: ECON 574.",4 hours.,,74736,,
ECON,578,Large Sample Theory,Same as STAT 575. See STAT 575.,4 hours.,,57553,,
ECON,582,Empirical Ind Organization,"Empirical Methods in Industrial Organization. Topics include: detection of anticompetitive behavior; estimation techniques that allow for product differentiation, endogenous entry and intertemporal decision-making; estimation and testing of auctions and other asymmetric information models.",4 hours.,,69339,,
ECON,590,Individual Study and Research,Directed reading and research. Approved for both letter and S/U grading. May be repeated.,0 TO 4 hours.,,62955,3.765,
ECON,598,Workshop and Research Seminar,"Workshops are offered in all areas of specialization in which graduate students are writing Ph.D. dissertations. The specific format varies, but in general workshop sessions include presentations by graduate students of thesis research, by faculty members of their current research, and by occasional outside speakers. Approved for S/U grading only. May be repeated. A minimum of 4 hours of ECON 598 is required of all students in the Ph.D. program. Prerequisite: Admission to the Department of Economics Ph.D. program.",2 hours.,,33706,,
ECON,599,Thesis Research,Preparation of thesis required of all students writing master's or doctoral theses in economics. Approved for S/U grading only. May be repeated.,0 TO 16 hours.,,10039,,
EDPR,199,Undergraduate Open Seminar,Approved for S/U grading only. May be repeated.,1 TO 5 hours.,,33749,,
EDPR,250,School &amp; Community Experiences,"Early field experiences in teacher education, including observation and laboratory experiences in public schools: designed to provide opportunities for career exploration, professional orientation, the development of insight into the interrelationship of theory and practice, and the place of the student in the educational process. Approved for S/U grading only. May be repeated. Prerequisite: Consent of instructor.",0 TO 4 hours.,,65872,,
EDPR,420,School Access &amp; Supports,"Field experience providing supports and services to students with or at risk for disabilities. 2 to 12 undergraduate hours. 2 to 12 graduate hours. Approved for S/U grading only. May be repeated for up to a total of 18 hours, 12 of which may be taken in the same term. 2 to 12 undergraduate hours. 2 to 12 graduate hours. Approved for S/U grading only. May be repeated in the same term for up to 12 hours, to a maximum of 18 hours in separate terms. Prerequisite: Satisfactory completion of all requirements of the Council on Teacher Education Transition Points leading to initial licensure. (http://www.cote.uiuc.edu).",2 TO 12 hours.,,33755,,
EDPR,432,Ed Prac in EC &amp; ELED,Course in practice teaching to meet licensure requirements for teaching in the elementary school. 2 to 12 undergraduate hours. 2 to 12 graduate hours. Approved for S/U grading only. Prerequisite: CI 420 or CI 406 as required by the student's curriculum; Satisfactory completion of all requirements of the Council on Teacher Education Undergraduate or Graduate Common Assessment Plan for Initial Certification (http://cote.illinois.edu/).,2 TO 12 hours.,,33757,,
EDPR,438,Educational Practice in Special Fields,"Course in student teaching to meet requirements for licensure in special fields. 2 to 12 undergraduate hours. 2 to 12 graduate hours. Approved for S/U grading only. Prerequisite: All professional education coursework, except those requiring concurrent enrollment with student teaching, must be completed prior to student teaching. Satisfactory completion of all requirements of the Council on Teacher Education Undergraduate or Graduate Common Assessment Plan for Initial Licensure (www.cote.illinois.edu).",2 TO 12 hours.,,33763,,
EDPR,442,Educational Practice in Secondary Education,"Course in practice teaching to meet licensure requirements for teaching in the secondary schools. 2 to 12 undergraduate hours. 2 to 12 graduate hours. Approved for S/U grading only. Prerequisite: All professional education coursework, except those requiring concurrent enrollment with student teaching, must be completed prior to student teaching. Satisfactory completion of all requirements of the Council on Teacher Education Undergraduate or Graduate Common Assessment Plan for Initial Licensure (www.cote.illinois.edu).",2 TO 12 hours.,,33768,,
EDPR,550,School and Community Experience,"Early field experiences in teacher education, including observation and laboratory experiences in schools: Designed to provide opportunities for career exploration, professional orientation, the development of insight into the relationships of theory and practice, and the place of the student in the educational process. 0 to 4 graduate hours. No professional credit. Approved for S/U grading only. May be repeated. Prerequisite: Must be admitted to an educator preparation program.",0 TO 4 hours.,,69971,,
EDUC,199,Undergraduate Open Seminar,"See class schedule for topics. Approved for Letter and S/U grading. May be repeated in the same and separate semesters to a maximum of 6 hours, if topics vary.",0 TO 6 hours.,,71923,3.43,
EDUC,201,Identity and Difference in Education,"Focuses on the role of identity in schooling and the way in which identity is socially constructed. Examine how power and privilege impact equity and opportunities based on socially constructed identities such as race, social class, gender, sexual identity, language, (dis)ability, and nationalism. Explore asset-based frameworks that are identity affirming and counter deficit-based perspectives. This course is designed for students interested in reflecting on their own experiences as learners by critically examining their socially constructed identities and ""ways of knowing"" and the societal implications of these experiences. It is also for those considering careers in teaching, and anyone interested in reflecting on how issues of inclusion, exclusion, power, and privilege play out in education.",3 hours.,['Cultural Studies - US Minority course'],66994,3.64,[12]
EDUC,202,"Social Justice, School and Society","Examines the nature of justice and the dynamics of a pluralistic society to derive a conception of social justice. Working with this conception, it asks how schools function to perpetuate and/or remediate social injustice. The course will consider the history and nature of schooling, issues of access and tracking, and notions of the public and the common. The course is designed for students interested in reflecting on their own educational histories, for those considering careers in teaching, and for all future parents and citizens needing to be able to reflect critically on justice, school, and society.",3 hours.,"['Advanced Composition', ' Humanities - Hist & Phil course']",63344,3.74,"[2, 7]"
EDUC,299,Education Study Abroad,"Provides credit toward the undergraduate degree for study at approved, accredited foreign institutions or approved overseas programs. Final determination of credit is made upon the student's completion of the work. College of Education students studying abroad on a Campus or College of Education program should enroll in 299 as a placeholder course for a semester length study abroad and in 499 for short term study abroad programs. Approved for letter and S/U grading. May be repeated to a maximum of 36 term hours per academic year or to a total of 44 term hours, all of which must be earned in a calendar year. Prerequisite: One year of residence at UIUC, good academic standing, and a prior approval of the College of Education. (Summer session, 0 to 8 hours).",0 TO 18 hours.,,69314,,
EDUC,499,Education Abroad,"This course will serve as a foundation for your education abroad experience. The class will center on the experience of travel as it relates to education - your own education, the education systems and policies you encounter, as well as your prospective role as a future educator. This course will introduce comparative education inquiry and provide space to consider the cultural, political, and ethical implications of engaging in education travel and research in cross-cultural, global contexts. 0 to 3 undergraduate hours. 0 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated if topics vary.",0 TO 4 hours.,,67670,,
EIL,199,Undergraduate Open Seminar,May be repeated.,1 TO 5 hours.,,10587,,
EIL,214,TESL in the Elementary School,"On-site practical experience in an elementary school, involving at least 100 hours of classroom observations, consultations, teaching, tutoring, and assisting, to acquaint students with the many facets of ESL/bilingual education in a public school setting. Hours to be arranged with the cooperating teacher. Satisfies one requirement for those who wish to obtain an Illinois ESL endorsement on an Illinois teaching certificate.",3 hours.,,31895,,
EIL,215,TESL in the Secondary School,"On-site practical experience in a secondary school, involving at least 100 hours of classroom observations, consultations, teaching, tutoring, and assisting, to acquaint students with the many facets of ESL/bilingual education in a public school setting. Hours to be arranged with the cooperating teacher. Satisfies one requirement for those who wish to obtain an Illinois ESL endorsement on an Illinois teaching certificate.",3 hours.,,41444,,
EIL,411,Intro to TESL Methodology,"Introduction to TESL/TEFL, including the concept of ""communicative competence"" and its components; teaching contexts; current research on teaching second language skills; syllabus, lesson, and materials design; and classroom techniques. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,,43708,,
EIL,445,Second Lang Reading &amp; Writing,"Introduces students to second language reading and writing, including theory, research, and practical application. 3 undergraduate hours. 4 graduate hours. May be taken concurrently with EIL 489 with consent of instructor. Prerequisite: Consent of instructor.",3 OR 4 hours.,,31910,3.97,
EIL,460,Principles of Language Testing,"Studies theoretical and practical aspects of language testing. Examines purposes and types of language tests in relation to theories of language use and language teaching goals; discusses testing practices and procedures related to language teaching and language  research; and includes the planning, writing, and administration of tests, basic descriptive statistics, and test analysis. A project is required. Same as EPSY 487, FR 460, GER 460, ITAL 460, PORT 460, and SPAN 460. 3 undergraduate hours. 4 graduate hours. Prerequisite: EIL 489 or consent of instructor.",3 OR 4 hours.,,31916,,
EIL,488,Phonology for Second Language Teachers,Applications of linguistics to language learning with special emphasis on learning the sound system of English. The course involves face-to-face and online instruction. 3 undergraduate hours. 4 graduate hours. Prerequisite: Consent of instructor. A linguistics introductory course.,3 OR 4 hours.,,32958,,
EIL,512,Practicum in Teaching ESL,"Practical guided experience teaching ESL. Students will recruit, test, and teach an ESL class of adults from the community, developing their own lessons and materials based on principles of communicative language teaching. Students will also observe their peer student teachers and provide them with feedback. Prerequisite: EIL 411 and permission of instructor.",4 hours.,,61763,,
EIL,591,Research in Special Topics,Independent study under guidance of a member of the graduate faculty. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.,1 TO 4 hours.,,10588,,
EIL,599,Thesis Research,Individual direction of research and thesis writing. Approved for S/U grading only. May be repeated to a maximum of 8 hours. Prerequisite: Consent of thesis supervisor.,0 TO 8 hours.,,10589,,
ENG,100,Grainger Engineering Orientation Seminar,"Introduces students to the Grainger College of Engineering and their respective departments. Students will explore the academic environment at Illinois, developing skills that will aid in learning both inside and outside the classroom, build their leadership and collaborative skills, and build community inside and outside the classroom. Through class discussion and assignments, students will explore campus resources, examine and set goals for academic, personal, and professional development, and develop skills to work in diverse teams through a class project.",1 hours.,,70969,,
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,,73775,3.69,
ENG,110,Communicating and Presenting in Engineering,"Technical communications skills for engineering students. Emphasis on identifying content for audience for a given presentation setting, critiquing presentations on the basis of content, delivery, and visual aids, designing slides that increase effectiveness of communication and delivery of content, and interactions in teams to design slides and present topics. Same as TE 110.",2 hours.,,70353,,
ENG,111,MEP Mentoring,"Prepares traditionally underrepresented minority engineering students towards a successful campus experience. Students will build their academic and professional understanding through the development of a working academic success final report. This final report will help students identify, understand, and prepare to exceed expectations of them on campus, in the engineering curriculum, and in professional interactions with faculty and industry. Prerequisite: Instructor Approval Required. Restricted to First time Freshmen.",1 hours.,,73389,3.61,
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,,73582,3.73,
ENG,198,Special Topics,Subject offerings of new and developing areas of knowledge in engineering intended to augment the existing curriculum. See Class Schedule or college course information for topics and prerequisites. Approved for both letter and S/U grading. May be repeated in the same or separate terms if topics vary.,1 to 4 hours.,,70031,,
ENG,199,Undergraduate Open Seminar,"Topics will vary. See class schedule. Approved for Letter and S/U grading. May be repeated in the same or separate semesters, if topics vary.",0 TO 5 hours.,,66222,3.865,
ENG,211,Empowering Academic Success,"Engages engineering students in the development of learning skills for lifelong success and wellness. This course serves as exposure to a variety of study strategies and methods for making healthy choices for a balanced academic, personal, and professional life. Students build skills for a successful academic experience that will continue into professional settings. Prerequisite: Restricted to undergraduate engineering students only, including ABE, ChBE, and PREP.",1 hours.,,75236,,
ENG,298,Special Topics,Subject offerings of new and developing areas of knowledge in engineering intended to augment the existing curriculum. See Class Schedule or college course information for topics and prerequisites. Approved for both letter and S/U grading. May be repeated in the same or separate terms if topics vary.,1 TO 4 hours.,,55566,3.54,
ENG,299,Engineering Study Abroad,"Illinois credit placeholder for foreign study and mechanism to maintain continuous Illinois enrollment while studying abroad. A detailed proposal must be submitted by the student for approval by the student's department and the college office prior to such study abroad. Final determination of credit and its application toward the degree is made by the college office after a review of the student's work abroad. (Summer Session, 0 to 6 hours). Approved for Letter and S/U grading. May be repeated.",0 TO 18 hours.,,34515,,
ENG,310,Engineering Internship,Engineering Internship is for engineering undergraduate students who are completing full-time or part-time internship or co-op that is related to their major field of study and an integral or important part of their program of study. Students participating in research-based projects should contact the Office of Undergraduate Research in Engineering to identify an appropriate course. Approved for S/U grading only. May be repeated in separate terms.,0 hours.,,68938,,
ENG,377,Pedagogy and Mentoring for Engineering Learning Assistants,"Designed to support new Engineering Learning Assistants (ELAs). The purpose of the course is to provide pedagogical and mentorship training for ELAs to successfully teach. May be repeated if topics vary, in separate terms to a maximum of 2 undergraduate hours. Prerequisite: Instructor Approval Required.",1 hours.,,75368,,
ENG,398,Special Topics,Subject offerings of new and developing areas of knowledge in engineering intended to augment the existing curriculum. See Class Schedule or college course information for topics and prerequisites. Approved for both letter and S/U grading. May be repeated in the same or separate terms if topics vary.,1 TO 4 hours.,,53221,3.96,
ENG,411,Engineering Ambassadors Leadership Training,"Serves as a weekly meeting and professional development for current Engineering Ambassadors members. The course provides instruction in preparing for and managing classroom visits as well as practice for presentation skills. In addition, guest speakers are brought in from campus to help with professional development of the members. Graduate members have additional responsibility to be team leaders and complete a project for the society. 1 undergraduate hour. 1 graduate hour. May be repeated. This course is repeatable for as long as a student is active in Engineering Ambassadors. As students progress through the program, they are still growing and developing as ambassadors. Students will benefit from hearing from the guest lectures, which vary each offering, and also act as mentors for younger members during classroom visits and in group activities during class. It is a benefit to both the older and younger members to have a variety of experiences in the class. Prerequisite: ENG 110 or instructor permission.",1 hours.,,73388,3.97,
ENG,471,Seminar Energy &amp; Sustain Engrg,"Challenges of developing energy systems and civil infrastructure that are sustainable in terms of resource availability, security, and environmental impact. Guest lecturers focus on: (i) global challenges -- future energy demand, geologic sources of energy, climate change, energy-water nexus, energy and security; (ii) markets, policies and systems -- economic incentives, policy and law, life cycle analyses; (iii) opportunities for change -- CO2 sequestration, renewable power, bioenergy feedstocks, biofuels for transportation, energy use in buildings, advanced power conversion, the smart grid. 1 undergraduate hour. 1 graduate hour. Prerequisite: MATH 220 or MATH 221; one of CHEM 104, CHEM 204, PHYS 101, PHYS 211. Recommended: NPRE 201.",1 hours.,,69615,3.76,
ENG,491,Interdisciplinary Design Proj,"Disciplined, multi-department, team-structured project design experience with an overall (or major phase) end-of-term completion date. Projects involve design specification through a proposal, analyses of cost and other tradeoffs among alternative designs, design review, fabrication and assembly, functional and environmental testing, and demonstrations (as applicable). Reports and presentations at the end of each term. Individual engineering activities as well as team responsibilities. 1 to 4 undergraduate hours. No graduate credit. Senior standing required. May be repeated. Credit toward the degree is determined by the student's major department. Prerequisite: Consent of instructor.",1 TO 4 hours.,,55653,,
ENG,498,Special Topics,Subject offerings of new and developing areas of knowledge in engineering intended to augment the existing curriculum. See Class Schedule or college course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated in the same or separate terms if topics vary.,1 TO 4 hours.,,61323,,
ENG,510,Engineering Practice,"Engineering Practice is for engineering graduate students who are completing curricular practical training, either full-time or part-time, that is related to their major field of study and an integral or important part of their program of study. 0 graduate hours. No professional credit. Approved for S/U grading only. May be repeated.",0 hours.,,34517,,
ENG,571,Theory Energy &amp; Sustain Engrg,"Mathematical, scientific, engineering, and economic bases needed to analyze sustainable energy systems and civil infrastructure. Evaluation of current practice and future development of (i) energy extraction and conversion processes from geological, biological, and non-biological resources; (ii) energy usage for transportation, in residential and commercial buildings, and by industry. 3 or 4 graduate hours. No professional credit. Prerequisite: Credit or concurrent registration in ENG 471.",3 OR 4 hours.,,55716,3.61,
ENG,572,Professional Practicum,"Internship or equivalent experience as it relates to the student's field of study. Student will complete a comprehensive written report, develop a website, and/or give an oral presentation that relates to his/her internship experience. 1 to 8 graduate hours. No professional credit. May be repeated in separate terms to a maximum of 8 hours.",1 TO 8 hours.,,74614,,
ENG,573,Capstone Project,"Design project pertinent to student's field of study. Student will complete a comprehensive written report, develop a website, and/or give an oral presentation that relates to his/her project. 1 to 8 graduate hours. No professional credit. May be repeated in separate terms to a maximum of 8 hours.",1 TO 8 hours.,,70499,,
ENG,591,Engineering Advanced Seminar,"Seminar on topics of current interest as announced in the Class Schedule. 0 or 1 graduate hours. No professional credit. Approved for S/U grading only. May be repeated if topics vary. Prerequisite: As specified for each topic offering, see Class Schedule for course description.",1 hours.,,69993,,
ENG,598,Special Topics,Subject offerings of new and developing areas of knowledge in engineering intended to augment the existing curriculum. See Class Schedule or college course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,1 TO 4 hours.,,65705,3.43,
ENGL,101,Intro to Poetry,"Close reading and analysis of poetry and other literary texts. Introduction to argumentative strategies for writing about poetry. Addresses prosody, poetic language (diction, metaphor, image, tone), and major verse forms (the sonnet, elegy, ode, ballad, dramatic monologue, free verse). Students also study poems from a range of literary periods and movements to learn how formal qualities change and develop over time and are relevant to everyday life.",3 hours.,['Humanities - Lit & Arts course'],34528,,[7]
ENGL,104,Introduction to Film,"Thoughtful viewing of diverse films (in required weekly screenings), along with ample discussion and critical reading and writing, to gain understanding of cinematic expression and of film's capacity to entertain and to exert artistic and social influence. Same as MACS 104.",3 hours.,['Humanities - Lit & Arts course'],34551,3.3166666666666664,[7]
ENGL,109,Intro to Fiction-ACP,"Introduction to critical analysis of prose fiction. Explores a wide range of short and long fiction across historical periods; examines narrative strategies such as plot, character, and point of view. Special emphasis placed on good literary critical writing. Course is similar to ENGL 103 except for the additional writing component. Credit is not given for both ENGL 109 and ENGL 103. Prerequisite: Completion of campus Composition I general education requirement.",3 hours.,"['Advanced Composition', ' Humanities - Lit & Arts course']",34586,3.4966666666666666,"[2, 7]"
ENGL,114,Bible as Literature,Same as CWL 111 and REL 101. See REL 101.,3 hours.,['Humanities - Lit & Arts course'],52434,,[7]
ENGL,115,Intro to British Literature,"Acquaints students with the rich diversity of British prose, poetry, and drama. As a basic introduction to English literature, the course explores a series of literary texts, often thematically related, which appeal to modern readers and at the same time provide interesting insights into the cultural attitudes and values of the periods which produced them.",3 hours.,"['Humanities - Lit & Arts', ' Cultural Studies - Western course']",68287,3.86,"[7, 12]"
ENGL,116,Introduction to American Literature,"American literature speaks in distinctive dialects that pre-date the arrival of European explorers in the Renaissance, range across centuries and continents, and intermingle a rich variety of racial, ethnic, and gendered perspectives. Genres examined in this course might include lyric poems, dystopian novels, horror stories, seduction narratives, slave narratives, political speeches, or postmodern plays. Writers studied might include Walt Whitman, Columbus, Jane Johnston Schoolcraft, Herman Melville, Edgar Allan Poe, Junot Díaz, Harriet Beecher Stowe, David Foster Wallace, Martin Luther King, and Lin-Manuel Miranda.",3 hours.,"['Humanities - Lit & Arts', ' Cultural Studies - Western course']",31935,,"[7, 12]"
ENGL,119,Literature of Fantasy,"Introduction to the rich traditions of fantasy writing in world literature. While the commercial category of fantasy post-Tolkien will often be the focal point, individual instructors may choose to focus on alternate definitions of the genre: literatures of the fantastic, the uncanny, and the weird; fantasy before the Enlightenment and the advent of realism; fantasy for young adult or child readers; and so on. Same as CWL 119.",3 hours.,,47149,3.42,
ENGL,120,Science Fiction,"Introduction to the study of science fiction, the genre that has both contributed to scientific knowledge and attempted to make sense of the changes that have taken place in the world since the Enlightenment, the onset of industrialization, and the acceleration of technology. Texts are taken from a variety of literary and pop culture sources: pulps and magazines, novels and films, comics and TV shows.",3 hours.,['Humanities - Lit & Arts course'],65181,,[7]
ENGL,199,Undergraduate Open Seminar,Topics course that varies each semester and by section. The topics offered each semester will be listed in the Class Schedule. Approved for letter and S/U grading. May be repeated.,1 TO 5 hours.,,10065,,
ENGL,200,Introduction to the Study of Literature and Culture,"Introduction to the study of literature in the twenty-first century. This course will expand your sense of what literature is and where it happens, including discussion of old and new literary forms (from novels, poems, and plays to comic books, video games, and films). Along the way, students will explore some of the literary and cultural opportunities (such as author readings, scholarly talks, and performances) available to them on a large public university campus, with two goals in mind: to develop your critical interpretive skills and to acquaint you with the discipline of literary studies as it is being practiced all around us today, both inside and outside the conventional classroom.",3 hours.,['Humanities - Lit & Arts course'],39032,3.635,[7]
ENGL,202,Medieval Literature and Culture,"Introduction to the diverse literatures and cultures of the global Middle Ages (approximately 500-1500 CE). Students will read works by medieval authors in Modern English translation, with particular attention to placing works in their historical and material contexts. Same as CWL 253 and MDVL 201. Prerequisite: Completion of the Composition I requirement.",3 hours.,"['Humanities - Lit & Arts', ' Cultural Studies - Western course']",43183,3.39,"[7, 12]"
ENGL,204,Renaissance Literature and Culture,Readings in English and continental literary masterpieces with attention to significant cultural influences. Same as CWL 255. Prerequisite: Completion of the Composition I requirement.,3 hours.,"['Humanities - Lit & Arts', ' Cultural Studies - Western course']",31978,3.76,"[7, 12]"
ENGL,209,Early British Literature and Culture,"This course surveys more than a thousand years of British literature from the early Middle Ages through the Renaissance and well into the eighteenth century. But what does ""British literature"" really mean, especially in the context of an island archipelago populated by multiple nations (England, Ireland, Scotland, and Wales) and repeatedly subjected to foreign rule (either by violent invasion or dynastic succession)? The range of texts we thus characterize as ""early British literature"" is staggering, and part of our goal in this course will simply be to appreciate the sheer volume and breadth of written work created in Britain and Ireland between the sixth and eighteenth centuries. We will do this through a necessarily selective sampling of historical periods, languages, and genres. Our authors will range from the famous (e.g., Chaucer, Shakespeare, and Milton) to the lesser-known (e.g., Marie de France, Lady Mary Wroth, and Eliza Haywood) to the unknown (e.g., the anonymous Beowulf-poet). Prerequisite: Completion of the Composition I requirement and ENGL 200.",3 hours.,"['Humanities - Lit & Arts', ' Cultural Studies - Western course']",31994,,"[7, 12]"
